代碼,股利發放年度,股利合計,盈4,盈配率
6150,2019,2.0,,
6160,2022,0.35,0.47,0.7446808510638298
6160,2019,0.73,,
6161,2022,3.0,3.5,0.8571428571428571
6161,2021,1.6,3.28,0.48780487804878053
6161,2020,0.9,1.57,0.5732484076433121
6161,2019,1.6,,
6188,2023,3.2,3.69,0.8672086720867209
6188,2022,2.8,3.91,0.7161125319693094
6188,2021,1.0,3.57,0.2801120448179272
6188,2020,2.0,0.41,4.878048780487805
6188,2019,1.5,,
6276,2023,0.7,1.83,0.3825136612021858
6276,2022,1.0,0.75,1.3333333333333333
6276,2021,3.0,1.09,2.7522935779816513
6276,2020,0.635,3.54,0.17937853107344634
6441,2020,0.431,-1.24,-0.34758064516129034
6441,2019,2.0,,
6570,2022,3.0,5.35,0.5607476635514019
6570,2021,1.0,3.58,0.27932960893854747
6570,2020,2.5,1.14,2.192982456140351
6570,2019,1.8,,
6577,2022,3.85,5.08,0.7578740157480315
6577,2021,5.0,4.24,1.1792452830188678
6577,2020,5.0,5.31,0.9416195856873824
6577,2019,4.5,,
6680,2022,1.5,3.75,0.4
6680,2021,2.0,1.79,1.1173184357541899
6680,2020,3.127,2.16,1.447685185185185
6680,2019,3.0,,
8050,2022,2.165,9.42,0.22983014861995754
8050,2021,1.832,2.69,0.6810408921933085
8050,2020,2.008,0.74,2.7135135135135138
8050,2019,1.999,,
8076,2022,1.0,1.1,0.9090909090909091
8076,2021,0.5,0.55,0.9090909090909091
8076,2020,1.009,-0.26,-3.8807692307692303
8076,2019,1.0,,
8234,2022,1.0,6.39,0.1564945226917058
8234,2021,0.8,1.0,0.8
8234,2020,0.8,1.06,0.7547169811320755
8234,2019,0.7,,
8410,2022,0.6,0.61,0.9836065573770492
8410,2021,2.5,1.14,2.192982456140351
8410,2020,1.5,4.55,0.32967032967032966
8410,2019,1.75,,
3128,2022,0.7,1.8,0.38888888888888884
3128,2021,0.55,0.8,0.6875
3128,2020,0.52,0.62,0.8387096774193549
3128,2019,0.5,,
3297,2020,0.5,-1.91,-0.2617801047120419
3362,2019,0.7,,
3434,2022,0.8,1.68,0.4761904761904762
3434,2020,0.3,-0.45,-0.6666666666666666
3434,2019,0.3,,
3441,2022,0.5,2.52,0.1984126984126984
3441,2021,0.5,0.63,0.7936507936507936
3441,2020,2.1,-0.4,-5.25
3441,2019,1.5,,
3455,2022,5.5,12.55,0.43824701195219123
3455,2021,4.0,7.5,0.5333333333333333
3455,2020,3.0,4.03,0.7444168734491314
3455,2019,3.0,,
3490,2022,1.2,2.11,0.5687203791469194
3490,2021,0.7,2.19,0.319634703196347
3490,2020,0.5,1.0,0.5
3490,2019,0.489,,
3516,2022,0.2,1.1,0.18181818181818182
3516,2021,0.2,0.86,0.23255813953488375
3531,2022,1.2,3.02,0.3973509933774834
3531,2021,1.0,1.38,0.7246376811594204
3531,2020,1.8,0.84,2.142857142857143
3531,2019,1.2,,
3615,2022,0.368,0.09,4.088888888888889
3615,2019,0.3,,
3623,2019,2.5,,
3666,2021,2.0,-0.55,-3.6363636363636362
3691,2021,1.734,-5.34,-0.32471910112359553
3691,2020,2.0,3.18,0.6289308176100629
4933,2022,3.317,3.59,0.9239554317548747
4933,2021,2.188,3.66,0.5978142076502733
4933,2020,1.085,2.53,0.4288537549407115
4933,2019,1.614,,
4972,2023,1.62,1.12,1.4464285714285714
4972,2022,2.1,1.35,1.5555555555555556
4972,2021,2.4,2.51,0.9561752988047809
4972,2020,2.241,2.08,1.0774038461538462
4972,2019,2.359,,
4995,2023,4.199,4.71,0.8915074309978769
4995,2022,2.497,5.02,0.49741035856573707
4995,2021,1.799,2.68,0.6712686567164179
4995,2020,3.699,1.66,2.228313253012048
4995,2019,2.148,,
5220,2022,2.2,2.88,0.763888888888889
5220,2021,3.0,3.43,0.8746355685131195
5220,2020,1.4,4.71,0.29723991507430997
5220,2019,3.0,,
5230,2022,0.8,-0.32,-2.5
5230,2021,0.6,1.28,0.46875
5230,2020,0.638,-0.06,-10.633333333333335
5230,2019,1.224,,
5245,2022,4.482,4.09,1.0958435207823962
5245,2021,1.0,4.47,0.2237136465324385
5245,2020,0.43,1.99,0.21608040201005024
5245,2019,1.5,,
5281,2021,0.8,-0.63,-1.26984126984127
5281,2020,0.5,1.41,0.3546099290780142
5281,2019,1.0,,
5315,2022,1.3,2.38,0.546218487394958
5315,2021,0.821,1.74,0.4718390804597701
5315,2020,0.823,0.9,0.9144444444444444
5315,2019,1.467,,
5371,2022,4.0,6.03,0.6633499170812603
5371,2021,4.0,5.12,0.78125
5371,2020,2.0,3.59,0.5571030640668524
5371,2019,3.5,,
5392,2022,0.302,-0.58,-0.5206896551724138
5392,2021,0.302,0.35,0.8628571428571429
5392,2020,0.704,-0.73,-0.9643835616438355
5392,2019,0.946,,
5432,2023,1.0,1.67,0.5988023952095809
5432,2019,0.5,,
5443,2023,1.8,1.9700000000000002,0.9137055837563451
5443,2022,1.5,2.41,0.6224066390041494
5443,2021,1.0,1.54,0.6493506493506493
5443,2020,1.557,0.93,1.6741935483870967
5443,2019,1.3,,
6125,2022,1.613,1.91,0.8445026178010472
6125,2021,1.5,-1.16,-1.293103448275862
6125,2020,2.0,-0.39,-5.128205128205128
6125,2019,0.506,,
6167,2022,0.19,1.54,0.12337662337662338
6234,2022,0.75,1.83,0.4098360655737705
6234,2021,0.6,1.24,0.48387096774193544
6234,2020,1.2,1.1,1.0909090909090908
6234,2019,0.6,,
6244,2022,0.2,0.73,0.27397260273972607
6244,2021,0.2,0.3,0.6666666666666667
6556,2022,3.2,9.91,0.3229061553985873
6556,2021,2.0,4.46,0.4484304932735426
6556,2020,1.8,2.23,0.8071748878923767
6556,2019,1.2,,
6560,2022,7.5,1.29,5.813953488372093
6560,2021,4.355,9.43,0.46182396606574766
6560,2020,2.0,6.22,0.3215434083601286
6560,2019,3.0,,
7402,2022,1.495,2.18,0.6857798165137615
7402,2021,1.2,1.56,0.7692307692307692
7402,2020,1.233,1.05,1.1742857142857144
7402,2019,1.2,,
8049,2022,2.1,3.82,0.549738219895288
8049,2021,1.65,2.61,0.632183908045977
8049,2020,1.8,2.06,0.8737864077669902
8049,2019,2.0,,
8064,2022,1.25,2.04,0.6127450980392157
8064,2021,0.2,2.12,0.09433962264150944
8064,2020,1.0,0.22,4.545454545454546
8064,2019,1.0,,
8069,2022,3.2,8.69,0.36823935558112775
8069,2021,2.686,4.53,0.5929359823399558
8069,2020,2.0,3.18,0.6289308176100629
8069,2019,2.092,,
8111,2022,2.1,1.05,2.0
8111,2021,0.9,3.61,0.24930747922437674
8111,2020,0.458,1.23,0.3723577235772358
8111,2019,0.45,,
8240,2022,2.5,2.66,0.9398496240601504
8240,2021,1.6,4.39,0.36446469248291574
8240,2020,1.3,2.21,0.5882352941176471
8240,2019,0.85,,
3081,2022,3.5,3.61,0.9695290858725762
3081,2021,5.0,3.71,1.3477088948787062
3081,2020,4.0,6.5,0.6153846153846154
3081,2019,5.001,,
3152,2022,8.0,3.99,2.0050125313283207
3152,2021,10.8,14.88,0.7258064516129032
3152,2020,8.43,12.02,0.7013311148086523
3152,2019,9.88,,
3163,2023,4.2,6.1899999999999995,0.6785137318255251
3163,2022,1.0,6.0,0.16666666666666666
3163,2021,2.5,1.09,2.293577981651376
3163,2020,1.159,3.14,0.36910828025477704
3163,2019,0.6,,
3221,2022,2.096,3.18,0.6591194968553459
3221,2021,0.2,5.28,0.03787878787878788
3221,2020,0.2,-0.68,-0.29411764705882354
3221,2019,0.418,,
3306,2022,0.8,0.25,3.2
3306,2021,0.5,1.05,0.47619047619047616
3306,2020,0.7,0.35,2.0
3306,2019,0.5,,
3363,2022,1.6,0.53,3.018867924528302
3363,2021,1.0,2.31,0.4329004329004329
3363,2020,0.8,1.09,0.7339449541284404
3363,2019,1.5,,
3466,2020,0.5,-2.49,-0.2008032128514056
3491,2022,4.0,4.36,0.9174311926605504
3491,2021,2.5,3.81,0.6561679790026247
3491,2020,3.996,2.03,1.968472906403941
3491,2019,3.996,,
3499,2020,0.45,-0.49,-0.9183673469387755
3499,2019,0.35,,
3558,2022,3.0,21.7,0.1382488479262673
3558,2021,4.0,9.16,0.4366812227074236
3558,2020,5.2,7.67,0.6779661016949153
3558,2019,6.5,,
3564,2022,0.6,2.6,0.23076923076923075
3564,2021,0.6,0.75,0.7999999999999999
3564,2020,0.6,0.9,0.6666666666666666
3672,2022,0.1,-0.35,-0.28571428571428575
3672,2021,0.25,0.24,1.0416666666666667
3672,2020,0.205,0.52,0.3942307692307692
3672,2019,0.3,,
3684,2022,3.0,5.0,0.6
3684,2021,1.5,3.5,0.42857142857142855
3684,2020,2.15,2.03,1.059113300492611
3684,2019,1.535,,
4905,2022,1.232,-1.49,-0.8268456375838926
4905,2021,1.0,1.49,0.6711409395973155
4905,2020,1.521,0.93,1.6354838709677417
4905,2019,2.548,,
4908,2022,1.8,3.34,0.5389221556886228
4908,2021,1.1,1.86,0.5913978494623656
4908,2020,1.1,1.55,0.7096774193548387
4908,2019,0.86,,
4909,2021,0.3,-1.26,-0.23809523809523808
4909,2020,0.3,0.16,1.875
4909,2019,0.7,,
5353,2022,0.9,1.81,0.4972375690607735
5353,2021,0.85,1.01,0.8415841584158416
5353,2020,1.35,0.88,1.5340909090909092
5353,2019,1.12,,
6109,2019,0.1,,
6143,2022,2.5,4.2,0.5952380952380952
6143,2021,2.0,3.33,0.6006006006006006
6143,2020,2.85,2.97,0.9595959595959596
6143,2019,4.0,,
6163,2022,0.31,1.06,0.29245283018867924
6163,2020,0.415,0.02,20.75
6163,2019,0.3,,
6170,2022,1.6,2.73,0.5860805860805861
6170,2021,1.4,1.86,0.7526881720430106
6170,2020,0.9,1.63,0.5521472392638037
6190,2022,1.393,3.04,0.45822368421052634
6190,2021,1.008,1.68,0.6
6190,2020,0.8,1.03,0.7766990291262136
6190,2019,1.0,,
6218,2022,1.0,0.36,2.7777777777777777
6218,2021,1.0,0.7,1.4285714285714286
6218,2020,1.4,0.79,1.7721518987341771
6218,2019,1.6,,
6245,2022,3.0,8.52,0.35211267605633806
6245,2021,3.328,4.65,0.7156989247311827
6245,2020,2.801,5.05,0.5546534653465347
6245,2019,2.8,,
6263,2022,4.7,7.01,0.6704707560627675
6263,2021,4.0,5.14,0.7782101167315175
6263,2020,4.5,4.33,1.0392609699769053
6263,2019,4.3,,
6417,2022,1.5,4.5,0.3333333333333333
6417,2021,1.3,3.02,0.43046357615894043
6417,2020,1.1,2.69,0.4089219330855019
6417,2019,0.6,,
6465,2019,1.0,,
6470,2023,3.998,5.85,0.6834188034188035
6470,2022,2.692,6.17,0.43630470016207457
6470,2021,3.5,3.42,1.023391812865497
6470,2020,2.5,4.8,0.5208333333333334
6470,2019,2.5,,
6486,2022,6.366,5.43,1.1723756906077347
6486,2021,6.0,6.73,0.8915304606240713
6486,2020,6.0,6.33,0.9478672985781991
6486,2019,4.8,,
6514,2022,3.2,4.2,0.7619047619047619
6514,2021,3.5,3.1,1.129032258064516
6514,2020,3.0,2.09,1.4354066985645935
6514,2019,2.5,,
6530,2022,1.1,1.59,0.6918238993710693
6530,2021,1.0,1.09,0.9174311926605504
6530,2020,1.0,0.76,1.3157894736842106
6530,2019,1.0,,
6546,2022,5.457,7.77,0.7023166023166023
6546,2021,4.0,6.78,0.5899705014749262
6561,2022,9.3,11.85,0.7848101265822786
6561,2021,8.8,9.75,0.9025641025641027
6561,2020,8.0,8.67,0.922722029988466
6561,2019,7.5,,
6588,2022,0.75,-0.66,-1.1363636363636362
6588,2021,1.5,0.48,3.125
6588,2020,1.308,2.23,0.5865470852017938
6588,2019,1.0,,
8034,2022,1.0,0.65,1.5384615384615383
8034,2020,0.2,0.19,1.0526315789473684
8048,2022,2.2,2.43,0.9053497942386831
8048,2021,2.3,2.94,0.782312925170068
8048,2020,2.5,2.69,0.929368029739777
8048,2019,2.2,,
8089,2022,0.992,0.16,6.2
8089,2021,1.991,-0.46,-4.328260869565217
8089,2020,1.687,3.96,0.426010101010101
8089,2019,3.0,,
8171,2020,0.25,-1.37,-0.18248175182481752
8176,2020,0.15,-1.27,-0.11811023622047244
8176,2019,0.6,,
1336,2022,0.4,2.05,0.19512195121951223
1336,2021,1.5,1.0,1.5
1336,2020,1.2,2.48,0.48387096774193544
1336,2019,0.79,,
1595,2022,2.0,4.85,0.4123711340206186
1595,2021,0.5,3.93,0.1272264631043257
1595,2020,1.25,0.18,6.944444444444445
1595,2019,2.5,,
1815,2022,0.9,0.07,12.857142857142856
1815,2019,0.6,,
3078,2022,3.25,3.13,1.038338658146965
3078,2021,3.15,4.3,0.7325581395348837
3078,2020,1.3,4.55,0.28571428571428575
3078,2019,1.45,,
3114,2022,1.5,3.33,0.45045045045045046
3114,2021,1.2,2.42,0.49586776859504134
3114,2020,1.55,1.76,0.8806818181818182
3114,2019,2.266,,
3206,2022,1.8,3.6,0.5
3206,2021,2.0,2.39,0.8368200836820083
3206,2020,2.0,2.9,0.6896551724137931
3206,2019,1.8,,
3217,2022,5.6,6.8,0.8235294117647058
3217,2021,5.6,7.11,0.7876230661040787
3217,2020,4.3,7.2,0.5972222222222222
3217,2019,3.0,,
3236,2022,0.6,2.24,0.26785714285714285
3236,2021,0.65,1.02,0.6372549019607843
3236,2020,0.5,0.79,0.6329113924050632
3236,2019,1.2,,
3276,2023,0.5,0.53,0.9433962264150942
3276,2022,0.4,0.87,0.4597701149425288
3290,2022,0.5,1.17,0.4273504273504274
3290,2021,0.2,0.77,0.25974025974025977
3290,2020,0.5,0.61,0.819672131147541
3290,2019,1.0,,
3294,2022,0.254,-1.2,-0.21166666666666667
3294,2021,0.5,0.18,2.7777777777777777
3294,2020,0.3,0.65,0.4615384615384615
3294,2019,0.23,,
3310,2022,2.166,2.52,0.8595238095238095
3310,2021,1.499,1.33,1.1270676691729324
3310,2020,2.0,0.78,2.564102564102564
3310,2019,5.0,,
3322,2022,0.598,1.45,0.4124137931034483
3322,2019,0.245,,
3332,2022,1.0,4.56,0.2192982456140351
3332,2021,1.0,2.2,0.45454545454545453
3332,2020,0.8,2.54,0.31496062992125984
3332,2019,2.2,,
3354,2022,0.3,-0.3,-1.0
3354,2021,0.3,-0.74,-0.4054054054054054
3354,2020,0.5,-0.74,-0.6756756756756757
3354,2019,0.496,,
3357,2022,7.0,10.11,0.6923837784371909
3357,2021,4.1,12.08,0.33940397350993373
3357,2020,2.7,8.07,0.3345724907063197
3357,2019,3.2,,
3388,2022,6.0,6.3,0.9523809523809524
3388,2021,4.3,8.04,0.5348258706467662
3388,2020,3.6,5.32,0.6766917293233082
3388,2019,5.1,,
3390,2022,0.38,1.13,0.336283185840708
3390,2021,0.2,0.48,0.4166666666666667
3390,2020,0.5,-1.83,-0.27322404371584696
3390,2019,1.1,,
3465,2022,6.5,3.43,1.8950437317784257
3465,2021,4.0,16.36,0.24449877750611249
3484,2022,4.1,5.07,0.8086785009861932
3484,2021,3.2,8.16,0.39215686274509803
3484,2020,1.4,5.2,0.2692307692307692
3484,2019,1.3,,
3492,2022,0.3,1.45,0.20689655172413793
3492,2021,0.28,0.5,0.56
3492,2020,0.8,0.42,1.9047619047619049
3492,2019,1.0,,
3511,2022,1.0,3.12,0.3205128205128205
3511,2021,0.5,1.39,0.3597122302158274
3526,2022,11.08,9.41,1.177470775770457
3526,2021,9.134,11.19,0.8162645218945488
3526,2020,5.348,7.25,0.7376551724137931
3526,2019,5.2,,
3537,2022,3.5,4.42,0.7918552036199095
3537,2021,2.5,3.97,0.6297229219143576
3537,2020,2.5,2.81,0.8896797153024911
3537,2019,2.4,,
3548,2022,2.0,7.88,0.25380710659898476
3548,2021,2.5,4.12,0.6067961165048543
3548,2020,2.5,5.03,0.49701789264413515
3548,2019,4.5,,
3597,2022,1.7,2.06,0.8252427184466019
3597,2021,1.2,2.1,0.5714285714285714
3597,2020,0.85,1.28,0.6640625
3597,2019,1.8,,
3609,2021,1.5,0.01,150.0
3609,2019,0.5,,
3624,2022,2.2,4.99,0.4408817635270541
3624,2021,0.8,4.04,0.19801980198019803
3624,2020,0.7,1.44,0.4861111111111111
3624,2019,1.2,,
3631,2022,0.5,-0.58,-0.8620689655172414
3646,2022,1.677,2.28,0.7355263157894738
3646,2021,0.923,2.17,0.4253456221198157
3646,2020,0.85,1.16,0.7327586206896552
3646,2019,0.997,,
3689,2022,2.292,4.25,0.5392941176470588
3689,2021,1.3,3.28,0.39634146341463417
3689,2020,0.5,1.37,0.36496350364963503
3689,2019,1.2,,
4542,2022,1.0,0.04,25.0
4542,2021,1.0,1.11,0.9009009009009008
4542,2020,1.2,0.67,1.7910447761194028
4542,2019,1.2,,
4939,2023,0.48,-0.010000000000000009,-47.99999999999996
4939,2022,1.4,0.35,4.0
4939,2021,1.25,1.76,0.7102272727272727
4939,2020,0.25,1.61,0.15527950310559005
4939,2019,0.5,,
4974,2022,4.3,7.98,0.5388471177944861
4974,2021,3.5,5.87,0.596252129471891
4974,2020,3.3,5.16,0.6395348837209301
4974,2019,3.1,,
5228,2022,0.441,1.38,0.3195652173913044
5228,2021,0.2,1.71,0.11695906432748539
5228,2019,0.2,,
5291,2022,2.013,4.42,0.45542986425339366
5291,2021,1.071,4.18,0.2562200956937799
5291,2020,1.207,1.86,0.6489247311827957
5291,2019,0.8,,
5328,2022,0.15,0.43,0.3488372093023256
5439,2022,3.6,3.98,0.9045226130653267
5439,2021,2.5,4.61,0.5422993492407808
5439,2020,2.3,3.43,0.6705539358600582
5439,2019,2.8,,
5457,2022,2.5,4.6,0.5434782608695653
5457,2021,2.101,5.11,0.41115459882583166
5457,2020,0.5,4.19,0.11933174224343675
5460,2021,0.1,0.01,10.0
5460,2020,0.55,0.02,27.5
5460,2019,0.3,,
5464,2022,2.0,4.05,0.4938271604938272
5464,2020,0.5,-2.32,-0.21551724137931036
5464,2019,1.0,,
5488,2019,1.35,,
5498,2021,0.6,0.18,3.3333333333333335
5498,2020,0.3,0.52,0.5769230769230769
6114,2022,0.5,2.64,0.1893939393939394
6114,2021,0.7,0.33,2.121212121212121
6114,2020,1.2,0.53,2.2641509433962264
6114,2019,1.5,,
6126,2022,1.333,1.85,0.7205405405405405
6126,2021,1.4,1.97,0.7106598984771573
6126,2020,0.7,2.02,0.3465346534653465
6126,2019,0.3,,
6134,2022,0.1,-0.91,-0.10989010989010989
6156,2022,0.516,2.52,0.20476190476190476
6156,2021,0.5,1.29,0.38759689922480617
6156,2020,0.202,1.32,0.15303030303030304
6156,2019,0.4,,
6158,2022,1.0,1.2,0.8333333333333334
6158,2021,0.5,3.09,0.16181229773462785
6158,2020,0.3,2.61,0.11494252873563218
6158,2019,10.0,,
6173,2022,2.009,2.96,0.6787162162162161
6173,2021,2.009,6.67,0.30119940029985004
6173,2020,1.8,4.6,0.391304347826087
6173,2019,4.3,,
6174,2023,2.7,2.44,1.1065573770491803
6174,2022,1.6,3.06,0.5228758169934641
6174,2019,1.0,,
6175,2022,1.5,3.52,0.42613636363636365
6175,2021,1.05,3.45,0.30434782608695654
6175,2020,0.501,2.02,0.24801980198019802
6175,2019,1.5,,
6185,2023,0.3,0.6200000000000001,0.4838709677419354
6185,2022,0.2,0.29,0.6896551724137931
6185,2021,0.2,-0.67,-0.29850746268656714
6185,2020,0.5,-0.6,-0.8333333333333334
6185,2019,0.7,,
6194,2022,0.25,0.12,2.0833333333333335
6194,2021,1.5,0.26,5.769230769230769
6194,2020,1.1,2.4,0.45833333333333337
6194,2019,0.75,,
6203,2022,5.0,5.63,0.8880994671403197
6203,2021,5.0,9.42,0.5307855626326964
6203,2020,2.5,7.64,0.3272251308900524
6203,2019,2.5,,
6204,2023,1.4,0.6100000000000001,2.295081967213114
6204,2022,7.2,0.92,7.826086956521739
6204,2021,25.0,12.41,2.0145044319097503
6204,2020,2.0,1.41,1.4184397163120568
6204,2019,1.0,,
6207,2022,1.5,1.82,0.8241758241758241
6207,2021,1.5,3.07,0.488599348534202
6207,2020,1.201,1.55,0.7748387096774194
6207,2019,2.5,,
6208,2023,2.7,3.9700000000000006,0.6801007556675063
6208,2022,2.2,4.19,0.5250596658711217
6208,2021,1.99,3.32,0.5993975903614458
6208,2020,1.7,2.8,0.6071428571428572
6208,2019,1.7,,
6210,2022,3.0,0.8,3.75
6210,2021,3.0,2.95,1.0169491525423728
6210,2020,3.0,3.24,0.9259259259259258
6210,2019,2.6,,
6217,2022,1.67,2.06,0.8106796116504854
6217,2021,1.049,2.7,0.3885185185185185
6217,2020,1.028,1.48,0.6945945945945946
6217,2019,0.699,,
6220,2022,0.129,5.87,0.021976149914821125
6220,2021,1.0,0.76,1.3157894736842106
6220,2020,0.85,2.4,0.3541666666666667
6220,2019,2.0,,
6259,2022,0.194,1.14,0.17017543859649126
6266,2022,1.38,3.0,0.45999999999999996
6266,2021,1.38,1.59,0.8679245283018867
6266,2020,1.58,1.48,1.0675675675675675
6266,2019,2.44,,
6274,2023,4.0,2.3900000000000006,1.6736401673640164
6274,2022,5.005,4.69,1.0671641791044775
6274,2021,4.801,7.01,0.6848787446504994
6274,2020,4.604,6.67,0.6902548725637182
6274,2019,4.396,,
6275,2022,2.195,2.8,0.7839285714285714
6275,2021,1.5,2.86,0.5244755244755245
6279,2022,5.0,10.03,0.4985044865403789
6279,2021,4.0,7.91,0.5056890012642224
6279,2020,3.25,5.59,0.5813953488372093
6279,2019,4.0,,
6284,2022,1.2,4.22,0.2843601895734597
6284,2021,1.0,4.04,0.24752475247524752
6284,2020,0.5,2.59,0.19305019305019305
6284,2019,0.8,,
6290,2022,2.0,5.5,0.36363636363636365
6290,2021,3.5,3.05,1.1475409836065575
6290,2020,3.551,4.71,0.753927813163482
6290,2019,1.492,,
6292,2022,3.6,3.94,0.9137055837563453
6292,2021,2.7,5.01,0.5389221556886228
6292,2020,3.523,3.1,1.1364516129032258
6292,2019,2.3,,
6418,2021,0.2,-0.68,-0.29411764705882354
6418,2020,0.5,0.17,2.941176470588235
6418,2019,1.1,,
6432,2022,1.6,1.5,1.0666666666666667
6432,2021,1.57,2.91,0.5395189003436426
6432,2020,1.3,2.91,0.4467353951890034
6432,2019,1.6,,
6538,2022,2.5,4.57,0.5470459518599562
6538,2021,7.0,4.13,1.6949152542372883
6538,2020,4.8,11.52,0.4166666666666667
6538,2019,1.0,,
6642,2022,3.6,4.25,0.8470588235294118
6642,2021,1.8,4.65,0.3870967741935484
6642,2020,1.5,2.57,0.5836575875486382
6642,2019,2.63,,
6664,2022,4.9,11.44,0.4283216783216784
6664,2021,4.3,6.12,0.7026143790849673
6664,2020,4.2,5.65,0.743362831858407
6664,2019,4.0,,
6727,2023,3.971,6.220000000000001,0.6384244372990353
6727,2022,3.0,8.83,0.33975084937712347
6727,2021,2.5,5.75,0.43478260869565216
6727,2020,2.0,4.02,0.49751243781094534
6727,2019,2.0,,
6761,2022,5.8,8.09,0.7169344870210136
6761,2021,3.2,8.54,0.3747072599531617
6761,2020,3.0,4.32,0.6944444444444444
8042,2022,1.0,0.81,1.2345679012345678
8042,2021,1.0,1.24,0.8064516129032259
8042,2019,2.0,,
8043,2022,1.0,1.91,0.5235602094240838
8043,2021,0.202,1.76,0.11477272727272728
8043,2020,0.5,0.37,1.3513513513513513
8043,2019,2.6,,
8071,2022,1.2,0.67,1.7910447761194028
8071,2021,0.2,1.11,0.18018018018018017
8071,2020,0.5,0.28,1.7857142857142856
8071,2019,0.42,,
8074,2023,1.5,3.3600000000000003,0.4464285714285714
8074,2022,1.0,3.47,0.2881844380403458
8074,2021,1.0,0.94,1.0638297872340425
8074,2020,1.0,0.91,1.0989010989010988
8074,2019,1.24,,
8091,2022,3.909,9.83,0.3976602238046795
8091,2021,2.58,5.92,0.4358108108108108
8091,2020,1.452,4.0,0.363
8091,2019,5.626,,
8109,2023,3.995,8.79,0.4544937428896474
8109,2022,4.0,9.03,0.44296788482835
8109,2021,3.5,5.28,0.6628787878787878
8109,2020,4.025,4.41,0.9126984126984128
8109,2019,5.5,,
8147,2022,1.04,3.8,0.2736842105263158
8147,2021,0.498,1.29,0.386046511627907
8147,2019,0.75,,
8155,2022,6.0,11.17,0.5371530886302597
8155,2021,7.0,7.85,0.89171974522293
8155,2020,3.6,10.69,0.33676333021515437
8155,2019,5.6,,
8182,2022,3.0,2.5,1.2
8182,2021,1.5,4.76,0.31512605042016806
8182,2020,1.0,2.08,0.4807692307692307
8182,2019,1.1,,
8289,2022,2.1,5.25,0.4
8289,2021,0.12,3.12,0.03846153846153846
8289,2019,0.4,,
8358,2022,4.2,3.83,1.0966057441253263
8358,2021,2.0,6.03,0.33167495854063017
8358,2020,2.0,2.14,0.9345794392523364
8358,2019,2.2,,
3232,2022,0.5,0.39,1.282051282051282
3232,2021,0.3,0.84,0.35714285714285715
3232,2020,0.3,0.35,0.8571428571428572
3232,2019,0.2,,
3360,2022,1.246,0.32,3.89375
3360,2021,1.0,1.45,0.6896551724137931
3360,2020,0.601,1.01,0.595049504950495
3360,2019,0.4,,
3444,2022,2.3,5.01,0.4590818363273453
3444,2021,1.8,3.44,0.5232558139534884
3444,2020,1.8,2.72,0.6617647058823529
3444,2019,1.0,,
6118,2022,0.3,0.37,0.8108108108108107
6154,2022,1.2,1.11,1.081081081081081
6154,2021,0.55,1.76,0.3125
6154,2020,0.6,0.56,1.0714285714285714
6154,2019,1.0,,
6227,2022,3.35,7.6,0.44078947368421056
6227,2021,1.5,5.56,0.26978417266187055
6227,2020,1.0,2.61,0.3831417624521073
6227,2019,1.5,,
6270,2023,2.1,2.04,1.0294117647058825
6270,2022,2.0,2.31,0.8658008658008658
6270,2021,1.2,2.36,0.5084745762711864
6270,2020,1.3,1.28,1.015625
6270,2019,1.0,,
8032,2022,1.8,3.54,0.5084745762711864
8032,2021,1.0,2.91,0.3436426116838488
8032,2020,1.13,1.26,0.8968253968253967
8032,2019,2.0,,
8096,2022,0.5,0.01,50.0
8096,2021,0.4,1.13,0.3539823008849558
8096,2020,0.4,0.71,0.5633802816901409
3147,2022,4.0,6.88,0.5813953488372093
3147,2021,2.1,4.94,0.42510121457489874
3147,2020,2.1,3.35,0.6268656716417911
3147,2019,1.7,,
3570,2022,6.0,10.65,0.5633802816901409
3570,2021,5.2,8.5,0.611764705882353
3570,2020,5.5,8.0,0.6875
3570,2019,3.0,,
4953,2022,4.587,8.33,0.5506602641056422
4953,2021,4.984,6.91,0.721273516642547
4953,2020,3.232,7.06,0.45779036827195474
4953,2019,2.693,,
5201,2023,0.45,1.77,0.2542372881355932
5201,2022,1.5,0.56,2.6785714285714284
5201,2021,2.8,1.56,1.7948717948717947
5201,2020,0.3,3.1,0.0967741935483871
5201,2019,1.4,,
5202,2022,0.679,-0.97,-0.7000000000000001
5202,2019,0.43,,
5211,2023,0.75,-3.23,-0.23219814241486067
5211,2022,0.7,0.94,0.7446808510638298
5211,2020,0.4,-0.31,-1.2903225806451615
5212,2023,2.6,2.61,0.996168582375479
5212,2022,2.5,2.8,0.8928571428571429
5212,2021,2.85,2.68,1.0634328358208955
5212,2020,2.18,3.2,0.68125
5212,2019,1.5,,
5403,2022,4.505,6.86,0.6567055393586005
5403,2021,4.0,5.88,0.6802721088435374
5403,2020,3.1,5.2,0.5961538461538461
5403,2019,3.0,,
5410,2022,1.845,3.24,0.5694444444444444
5410,2021,1.692,2.14,0.7906542056074766
5410,2020,1.5,2.01,0.746268656716418
5410,2019,1.3,,
6148,2023,0.751,0.83,0.9048192771084338
6148,2022,1.001,0.83,1.2060240963855422
6148,2021,0.81,0.98,0.826530612244898
6148,2020,0.316,1.11,0.28468468468468466
6148,2019,1.0,,
6221,2022,2.499,3.97,0.6294710327455919
6221,2020,2.5,4.29,0.5827505827505828
6221,2019,2.5,,
6231,2023,6.3,6.33,0.995260663507109
