代碼,商品,新聞內容,日期
1218,泰山,泰山:公告召集權人龍邦國際興業股份有限公司等共計7人依公司法第173條之1規定召開本公司112年第二次股東臨時會全面改選董事(含獨立董事)當選情形名單,2023-06-01
1218,泰山,泰山:公告召集權人龍邦國際興業股份有限公司等共計7人依公司法第173條之1規定召開本公司112年第二次股東臨時會重要決議事項,2023-06-01
6576,逸達,逸達:本公司新增一席審計委員會成員,2023-06-01
6576,逸達,逸達:本公司112年股東常會通過解除新任獨立董事競業禁止之限制案,2023-06-01
6576,逸達,逸達:本公司112年股東常會增選一席獨立董事當選名單,2023-06-01
6576,逸達,逸達:本公司112年股東常會重要決議事項,2023-06-01
3058,立德,立德:公告本公司從事衍生性商品交易個別契約未實現損失金額達所定損失上限,2023-06-01
2880,華南金,華南金:代子公司華南產物保險股份有限公司公告董事會代行股東會重要決議事項,2023-06-01
5608,四維航,四維航:公告本公司國內第六次有擔保轉換公司債代收及存儲價款專戶機構,2023-06-01
5608,四維航,四維航:公告本公司國內第六次有擔保轉換公司債完成訂價,2023-06-01
5315,光聯,光聯:公告本公司設置公司治理主管,2023-06-01
5315,光聯,光聯:公告本公司「審計委員會」及「薪資報酬委員會」委員異動,2023-06-01
4915,致伸,致伸:代子公司惠州迪芬尼聲學科技股份有限公司公告2022年度股東大會重要決議事項,2023-06-01
2392,正崴,正崴:更正本公司112年3月至4月衍生性商品交易資訊公告,2023-06-01
1465,偉全,偉全5月營收0.67億元年增24.63% 1—5月達2.43億元,2023-06-01
2449,京元電子,京元電子:本公司受邀參加瑞銀證券舉辦的UBS Taiwan Corporate Day 2023,2023-06-01
2641,正德,正德:公告本公司董事會決議委任第五屆薪資報酬委員會委員,2023-06-01
2641,正德,正德:本公司112年股東常會同意解除新任董事及其代表人競業禁止限制。,2023-06-01
2641,正德,正德:公告本公司第三屆審計委員會委員,2023-06-01
2641,正德,正德:公告本公司112年股東常會董事改選當選名單,2023-06-01
2641,正德,正德:本公司112年股東常會重要決議事項,2023-06-01
3323,加百裕,加百裕:加百裕工業股份有限公司國內第三次無擔保轉換公司債發行暨上櫃買賣公告,2023-06-01
6226,光鼎,光鼎:公告募集及交付本公司112年度第一次有擔保普通公司債,2023-06-01
3081,聯亞,聯亞:本公司重要營運主管異動,2023-06-01
3533,嘉澤,嘉澤:本公司受邀參加花旗證券2023亞太科技論壇,2023-06-01
6147,頎邦,頎邦:公告本公司董事長訂定除息基準日等相關事宜,2023-06-01
6151,晉倫,晉倫:本公司一一二年現金股利暨資本公積發放公告,2023-06-01
4121,優盛,優盛:公告本公司現金股利除息基準日,2023-06-01
2723,美食-KY,美食-KY:公告本公司除息基準日,2023-06-01
3023,信邦,信邦:公告本公司國內第七次無擔保轉換公司債 (信邦七，債券代號30237)行使贖回權暨訂於112年7月31日終止櫃檯買賣相關事宜,2023-06-01
4171,瑞基,瑞基:更補正本公司111年度個體財務報告附註部份資訊及修正本公司111年度股東會年報部分內容，本次更補正對各期財報損益並無影響,2023-06-01
1609,大亞,大亞:澄清112年6月01日工商時報對本公司相關報導,2023-06-01
6504,南六,南六:公告本公司112年股東常會通過重要決議事項,2023-06-01
1504,東元,東元:本公司受邀參加元大證券舉辦之第二季投資論壇,2023-06-01
1504,東元,東元:本公司受邀參加國泰證券舉辦之第二季產業論壇,2023-06-01
1504,東元,東元:本公司受邀參加元富證券舉辦之夏季產業投資論壇,2023-06-01
4927,泰鼎-KY,泰鼎-KY:依證交所要求澄清112年06月01日工商時報關於本公司之報導,2023-06-01
1504,東元,東元:本公司受邀參加第一金證券舉辦之線上投資論壇,2023-06-01
6117,迎廣,迎廣:本公司審計委員會暨薪酬委員會委員逝世,2023-06-01
6117,迎廣,迎廣:本公司獨立董事逝世,2023-06-01
8070,長華*,長華*:公告長華*股份有限公司國內第五次無擔保轉換公司債(簡稱：長華五，代碼：80705)自112年06月21日起，轉換價格自36.2元調整為34.4元。,2023-06-01
3680,家登,家登:公告家登股份有限公司國內第三次無擔保轉換公司債(簡稱：家登三，代碼：36803)自112年06月24日起，轉換價格自227.5元調整為225.1元。,2023-06-01
8070,長華*,長華*:本公司民國111年下半年度現金股利發放公告,2023-06-01
5871,中租-KY,中租-KY:代子公司合迪股份有限公司公告法人董事之代表人變動,2023-06-01
2641,正德,正德:公告董事會推舉蔡邦權先生續任董事長,2023-06-01
1504,東元,東元:本公司受邀參加統一證券舉辦之2023Q2夏季投資論壇,2023-06-01
1233,天仁,天仁:公告本公司法人董事改派代表人,2023-06-01
4714,永捷,永捷:永捷創新科技股份有限公司（公司代號：4714）109年第1次員工認股權憑證首次行使認購普通股股票上櫃買賣日期。,2023-06-01
2406,國碩,國碩:本公司公告向碩禾電子材料股份有限公司取得不動產使用權資產一筆,2023-06-01
1529,樂事綠能,樂事綠能:更正本公司112年3月關係人交易(含累計數),2023-06-01
3023,信邦,信邦:公告信邦股份有限公司第七次無擔保轉換公司債(簡稱：信邦七，代碼：30237)發行公司行使債券贖回權暨訂於112年07月31日終止櫃檯買賣等相關事宜。,2023-06-01
2303,聯電,聯電:本公司一○三年度第一期無擔保普通公司債乙類付息公告作業,2023-06-01
1609,大亞,大亞:公告大亞電線電纜股份有限公司國內國內第四次無擔保轉換公司債轉(交)換公司債(簡稱：大亞四，代碼：16094)換發之普通股股票開始櫃檯買賣日期。,2023-06-01
8066,來思達,來思達:公告本公司現金股利發放事宜,2023-06-01
3228,金麗科,金麗科5月營收0.20億元年減31.45% 1—5月達1.26億元,2023-06-01
3593,力銘,力銘:公告本公司董事會通過財務主管、會計主管及發言人異動,2023-06-01
5230,雷笛克光學,雷笛克光學:公告本公司112年股東常會全面改選董事當選名單(更正公告：變動達三分之一),2023-06-01
6111,大宇資,大宇資:(更正112/5/2重大訊息序號6之事實發生日)補充說明110/6/11公告：處置軟星北京股權及仙劍中國IP組織架構,2023-06-01
3465,進泰電子,進泰電子:本公司112年度現金增資向金管會申請延長募集期間三個月,2023-06-01
2889,國票金,國票金:本公司第八屆董事會選舉董事長、副董事長,2023-06-01
5508,永信建,永信建5月營收7.09億元年增261.67% 1—5月達18.97億元,2023-06-01
3023,信邦,信邦:公告信邦電子股份有限公司第七次無擔保轉換公司債(簡稱：信邦七，代碼：30237)發行公司行使債券贖回權暨訂於112年07月31日終止櫃檯買賣等相關事宜,2023-06-01
2388,威盛,威盛:威盛電子股份有限公司（公司代號：2388） 員工認股權憑證於 112 年第 1 季行使所發行之普通股股票已上市股數。,2023-06-01
3323,加百裕,加百裕:加百裕工業股份有限公司國內第三次無擔保轉換公司債上櫃公告,2023-06-01
6146,耕興,耕興:本公司受邀參加第一金證券舉辦之「線上法人說明會」,2023-06-01
6575,心悅,心悅:公告本公司112年股東常會重要決議事項,2023-06-01
1304,台聚,台聚:台灣聚合化學品股份有限公司一一○年度第一次無擔保普通公司債付息公告,2023-06-01
2867,三商壽,三商壽:公告本公司董事會決議通過新任財務主管案,2023-06-01
3049,和鑫,和鑫:和鑫光電股份有限公司110年第一次有擔保普通公司債B券，既定付息事宜。,2023-06-01
3049,和鑫,和鑫:和鑫光電股份有限公司110年第一次有擔保普通公司債A券，既定付息事宜。,2023-06-01
3014,聯陽,聯陽:本公司受邀參加國泰證券舉辦之「2023第二季產業論壇」,2023-06-01
5324,士開,士開:公告本公司112年股東常會重要決議事項,2023-06-01
6184,大豐電,大豐電:代重要子公司新高雄有線電視(股)公司訂定減資基準日,2023-06-01
3045,台灣大,台灣大:公告本公司取得臺北文創開發股份有限公司一筆使用權資產,2023-06-01
5434,崇越,崇越:公告本公司國內第二次無擔保轉換公司債委託代收價款及存儲專戶行庫,2023-06-01
5434,崇越,崇越:補充公告112年現金增資每股發行價格、委託代收及存儲專戶機構資訊,2023-06-01
無,凱基全球菁英55,「凱基全球菁英55」受益憑證自2023.06.02上市,2023-06-01
無,鴻華先進科技,「鴻華先進科技」申請創新板股票上市作業,2023-06-01
5288,豐祥-KY,豐祥-KY:公告本公司2023年股東常會重要決議事項,2023-05-31
6282,康舒,康舒:公告本公司國內第二次無擔保轉換公司債代收價款行庫及存儲專戶行庫,2023-05-31
1457,宜進,宜進:公告本公司一一二年股東常會重要決議,2023-05-31
1457,宜進,宜進:公告本公司除息基準日,2023-05-31
5878,台名,台名:公告本公司112年股東常會重要決議事項,2023-05-31
6219,富旺,富旺:公告本公司112年4月份自結合併財務報表相關資訊,2023-05-31
1457,宜進,宜進:公告本公司處分不動產事宜,2023-05-31
3064,泰偉,泰偉:公告本公司112年04月份自結合併財務報表之流動比率、速動比率及負債比率,2023-05-31
3016,嘉晶,嘉晶:公告本公司一一二年股東常會重要決議事項,2023-05-31
6243,迅杰,迅杰:公告本公司現金股利分派除息基準日,2023-05-31
8093,保銳,保銳:公告本公司一一二年度股東常會重要決議事項,2023-05-31
3081,聯亞,聯亞:本公司112年股東常會重要決議事項,2023-05-31
3081,聯亞,聯亞:公告本公司企業永續發展暨提名委員會委員異動,2023-05-31
3094,聯傑,聯傑:聯傑國際112年股東常會重要決議事項(每股配發現金1元),2023-05-31
3081,聯亞,聯亞:公告本公司第四屆審計委員會委員,2023-05-31
3081,聯亞,聯亞:本公司112年股東常會選舉第十一屆董事(含獨立董事),2023-05-31
9933,中鼎,中鼎:代重要子公司興利開發(股)公司公告總經理異動,2023-05-31
3416,融程電,融程電:本公司董事長決定現金股利配息及資本公積發放現金基準日,2023-05-31
4121,優盛,優盛:公告本公司董事會決議委任第二屆審計委員會委員,2023-05-31
4121,優盛,優盛:公告本公司112年股東常會通過解除新任董事及其代表人競業禁止之限制,2023-05-31
8462,柏文,柏文:公告本公司112年股東常會全面改選董事（含三席獨立董事）,2023-05-31
4121,優盛,優盛:公告本公司一百一十二年股東常會重要決議事項,2023-05-31
4121,優盛,優盛:公告本公司董事會決議委任第六屆薪酬委員會委員,2023-05-31
8462,柏文,柏文:公告本公司112年股東常會重要決議事項,2023-05-31
8462,柏文,柏文:公告本公司112年股東常會決議解除第七屆新任董事競業禁止之限制案,2023-05-31
5531,鄉林,鄉林:代子公司太裕營造公告112年股東常會重要決議事項,2023-05-31
6021,美好證,美好證:公告本公司財務主管異動,2023-05-31
4739,康普,康普:公告本公司研發主管異動,2023-05-31
4121,優盛,優盛:公告本公司一百一十二年五月三十一日股東常會改選董事相關事宜,2023-05-31
1568,倉佑,倉佑:代子公司Business International Corp.公告簽訂出售無錫倉佑汽車配件有限公司100%股權 之股權轉協議,2023-05-31
4175,杏一,杏一:公告本公司112年股東常會重要決議事項,2023-05-31
4739,康普,康普:代重要子公司天弘化學股份有限公司公告法人董事改派代表人,2023-05-31
4739,康普,康普:代重要子公司恆誼化工股份有限公司公告總經理異動,2023-05-31
8462,柏文,柏文:公告本公司董事會選任董事長,2023-05-31
2855,統一證,統一證:公告本公司112年度股東常會重要決議事項,2023-05-31
4904,遠傳,遠傳:本公司一一一年度現金股利除息基準日公告,2023-05-31
4904,遠傳,遠傳:公告本公司一一二年度股東常會重要決議事項,2023-05-31
2415,錩新,錩新:代子公司富鑫證券公告除息基準日,2023-05-31
8930,青鋼,青鋼:公告本公司第二屆審計委員會成員異動（新增一席）,2023-05-31
8930,青鋼,青鋼:公告本公司112年股東常會增選獨立董事當選名單,2023-05-31
4133,亞諾法,亞諾法:公告本公司董事會決議除息基準日及現金股利發放日,2023-05-31
8930,青鋼,青鋼:公告本公司112年股東常會重要決議事項,2023-05-31
2303,聯電,聯電:公告本公司一一二年股東常會重要決議事項,2023-05-31
8462,柏文,柏文:公告本公司審計委員會全面改選,2023-05-31
8906,花王,花王:公告112年4月自結個別財務報告之負債比率、流動比率及速動比率,2023-05-31
3703,欣陸,欣陸:代子公司臨海水務股份有限公司公告法人董事之代表人異動,2023-05-31
3219,倚強科,倚強科:公告本公司112年股東常會重要決議事項,2023-05-31
3703,欣陸,欣陸:代母公司茂實(股)公司公告董事會決議發放現金股利,2023-05-31
2317,鴻海,鴻海:本公司112年股東常會重要決議,2023-05-31
3703,欣陸,欣陸:代母公司茂實(股)公司公告董事會決議召開民國112年股東常會,2023-05-31
2351,順德,順德:本公司受邀參加機構投資人說明會,2023-05-31
3030,德律,德律:公告本公司董事會決議委任薪資報酬委員會成員,2023-05-31
4121,優盛,優盛:公告本公司選任董事長案,2023-05-31
5403,中菲,中菲:公告本公司112年股東常會重大決議事項,2023-05-31
4120,友華,友華:公告本公司112年4月自結合併財務報表之負債比率、流動比率及速動比率,2023-05-31
3629,地心引力,地心引力:公告本公司董事會通過資訊安全長暨代理發言人異動(補正公告),2023-05-31
3030,德律,德律:公告本公司董事會決議現金股利除息基準日,2023-05-31
5523,豐謙,豐謙:公告本公司112年股東常會重要決議事項。,2023-05-31
